latitude,longitude,time
-35.841,137.125,2019-12-08 0420
-35.829,137.123,2019-12-08 0420
-35.843,137.10399999999998,2019-12-08 0420
-35.841,137.118,2019-12-08 1345
-34.607,138.702,2019-12-20 0030
-34.617,138.69899999999998,2019-12-20 0030
-34.62,138.715,2019-12-20 0030
-34.622,138.708,2019-12-20 0030
-34.625,138.724,2019-12-20 0030
-34.865,138.829,2019-12-20 0030
-34.868,138.845,2019-12-20 0030
-34.875,138.827,2019-12-20 0030
-34.878,138.842,2019-12-20 0030
-34.885999999999996,138.82399999999998,2019-12-20 0030
-34.889,138.84,2019-12-20 0030
-35.781,137.042,2019-12-20 0445
-35.736,136.963,2019-12-20 0445
-35.949,137.02,2019-12-20 0445
-35.94,137.018,2019-12-20 0445
-35.779,137.053,2019-12-20 0445
-35.736999999999995,136.952,2019-12-20 0445
-35.734,136.905,2019-12-20 0445
-35.736,136.894,2019-12-20 0445
-34.989000000000004,138.923,2019-12-20 0445
-34.98,138.921,2019-12-20 0445
-34.982,138.909,2019-12-20 0445
-34.972,138.924,2019-12-20 0445
-34.974000000000004,138.912,2019-12-20 0445
-34.975,138.901,2019-12-20 0445
-34.963,138.922,2019-12-20 0445
-34.965,138.91,2019-12-20 0445
-34.966,138.899,2019-12-20 0445
-34.955,138.908,2019-12-20 0445
-34.957,138.89700000000002,2019-12-20 0445
-34.959,138.886,2019-12-20 0445
-34.946,138.906,2019-12-20 0445
-34.948,138.895,2019-12-20 0445
-34.95,138.884,2019-12-20 0445
-34.952,138.872,2019-12-20 0445
-34.953,138.861,2019-12-20 0445
-34.937,138.904,2019-12-20 0445
-34.939,138.893,2019-12-20 0445
-34.941,138.881,2019-12-20 0445
-34.942,138.87,2019-12-20 0445
-34.944,138.859,2019-12-20 0445
-34.93,138.891,2019-12-20 0445
-34.931999999999995,138.879,2019-12-20 0445
-34.935,138.857,2019-12-20 0445
-34.937,138.845,2019-12-20 0445
-34.921,138.888,2019-12-20 0445
-34.922,138.877,2019-12-20 0445
-34.926,138.85399999999998,2019-12-20 0445
-34.928000000000004,138.843,2019-12-20 0445
-34.911,138.886,2019-12-20 0445
-34.913000000000004,138.875,2019-12-20 0445
-34.919000000000004,138.841,2019-12-20 0445
-34.902,138.884,2019-12-20 0445
-34.904,138.873,2019-12-20 0445
-34.893,138.882,2019-12-20 0445
-34.895,138.871,2019-12-20 0445
-34.888000000000005,138.875,2019-12-20 0445
-34.89,138.864,2019-12-20 0445
-34.879,138.873,2019-12-20 0445
-34.887,138.816,2019-12-20 0445
-34.873000000000005,138.84799999999998,2019-12-20 0445
